datetime,heart_rate,stress_level,body_battery
2025-11-18T15:33:00.000Z,,,
2025-11-18T15:33:00.000Z,,81,48
2025-11-18T15:34:00.000Z,100,,
2025-11-18T15:34:00.000Z,,,
2025-11-18T15:34:00.000Z,,68,48
2025-11-18T15:35:00.000Z,91,,
2025-11-18T15:35:00.000Z,,,
2025-11-18T15:35:00.000Z,,42,47
2025-11-18T15:36:00.000Z,87,,
2025-11-18T15:36:00.000Z,,44,47
2025-11-18T15:37:00.000Z,89,,
2025-11-18T15:37:00.000Z,,,
2025-11-18T15:37:00.000Z,,60,47
2025-11-18T15:38:00.000Z,83,,
2025-11-18T15:38:00.000Z,,53,47
2025-11-18T15:39:00.000Z,78,,
2025-11-18T15:39:00.000Z,,19,47
2025-11-18T15:40:00.000Z,,20,47
2025-11-18T15:41:00.000Z,76,,
2025-11-18T15:41:00.000Z,,23,47
2025-11-18T15:42:00.000Z,74,,
2025-11-18T15:42:00.000Z,,23,47
2025-11-18T15:43:00.000Z,,,
2025-11-18T15:43:00.000Z,,25,47
2025-11-18T15:44:00.000Z,88,,
2025-11-18T15:44:00.000Z,,38,47
2025-11-18T15:45:00.000Z,89,,
2025-11-18T15:45:00.000Z,,42,47
2025-11-18T15:46:00.000Z,88,,
2025-11-18T15:46:00.000Z,,40,47
2025-11-18T15:47:00.000Z,95,,
2025-11-18T15:47:00.000Z,,71,47
2025-11-18T15:48:00.000Z,91,,
2025-11-18T15:48:00.000Z,,54,47
2025-11-18T15:49:00.000Z,92,,
2025-11-18T15:49:00.000Z,,69,46
2025-11-18T15:50:00.000Z,95,,
2025-11-18T15:50:00.000Z,,77,46
2025-11-18T15:51:00.000Z,96,,
2025-11-18T15:51:00.000Z,,76,46
2025-11-18T15:52:00.000Z,98,,
2025-11-18T15:52:00.000Z,,46,46
2025-11-18T15:53:00.000Z,96,,
2025-11-18T15:53:00.000Z,,,
2025-11-18T15:53:00.000Z,,63,46
2025-11-18T15:54:00.000Z,94,,
2025-11-18T15:54:00.000Z,,,
2025-11-18T15:54:00.000Z,,64,46
2025-11-18T15:55:00.000Z,83,,
2025-11-18T15:55:00.000Z,,,
2025-11-18T15:55:00.000Z,,48,46
2025-11-18T15:56:00.000Z,,,
2025-11-18T15:56:00.000Z,,45,46
2025-11-18T15:57:00.000Z,82,,
2025-11-18T15:57:00.000Z,,42,46
2025-11-18T15:58:00.000Z,,33,46
2025-11-18T15:59:00.000Z,85,,
2025-11-18T15:59:00.000Z,,50,45
2025-11-18T16:00:00.000Z,84,,
2025-11-18T16:00:00.000Z,,,
2025-11-18T16:00:00.000Z,,61,45
2025-11-18T16:01:00.000Z,,,
2025-11-18T16:01:00.000Z,,47,45
2025-11-18T16:02:00.000Z,90,,
2025-11-18T16:02:00.000Z,,,
2025-11-18T16:02:00.000Z,,57,45
2025-11-18T16:03:00.000Z,88,,
2025-11-18T16:03:00.000Z,,,
2025-11-18T16:03:00.000Z,,63,45
2025-11-18T16:04:00.000Z,85,,
2025-11-18T16:04:00.000Z,,,
2025-11-18T16:04:00.000Z,,33,45
2025-11-18T16:05:00.000Z,,39,45
2025-11-18T16:06:00.000Z,87,,
2025-11-18T16:06:00.000Z,,55,45
2025-11-18T16:07:00.000Z,84,,
2025-11-18T16:07:00.000Z,,36,45
2025-11-18T16:08:00.000Z,83,,
2025-11-18T16:08:00.000Z,,51,45
2025-11-18T16:09:00.000Z,82,,
2025-11-18T16:09:00.000Z,,48,45
2025-11-18T16:10:00.000Z,80,,
2025-11-18T16:10:00.000Z,,24,45
2025-11-18T16:11:00.000Z,81,,
2025-11-18T16:11:00.000Z,,40,45
2025-11-18T16:12:00.000Z,80,,
2025-11-18T16:12:00.000Z,,25,45
2025-11-18T16:13:00.000Z,79,,
2025-11-18T16:13:00.000Z,,32,45
2025-11-18T16:14:00.000Z,80,,
2025-11-18T16:14:00.000Z,,33,45
2025-11-18T16:15:00.000Z,78,,
2025-11-18T16:15:00.000Z,,,
2025-11-18T16:15:00.000Z,,35,45
2025-11-18T16:16:00.000Z,76,,
2025-11-18T16:16:00.000Z,,,
2025-11-18T16:16:00.000Z,,24,45
2025-11-18T16:17:00.000Z,,21,45
2025-11-18T16:18:00.000Z,75,,
2025-11-18T16:18:00.000Z,,30,45
2025-11-18T16:19:00.000Z,78,,
2025-11-18T16:19:00.000Z,,24,45
2025-11-18T16:20:00.000Z,,30,45
2025-11-18T16:21:00.000Z,76,,
2025-11-18T16:21:00.000Z,,,
2025-11-18T16:21:00.000Z,,24,45
2025-11-18T16:22:00.000Z,75,,
2025-11-18T16:22:00.000Z,,,
2025-11-18T16:22:00.000Z,,30,45
2025-11-18T16:23:00.000Z,77,,
2025-11-18T16:23:00.000Z,,25,45
2025-11-18T16:24:00.000Z,,22,45
2025-11-18T16:25:00.000Z,78,,
2025-11-18T16:25:00.000Z,,29,44
2025-11-18T16:26:00.000Z,79,,
2025-11-18T16:26:00.000Z,,39,44
2025-11-18T16:27:00.000Z,,,
2025-11-18T16:27:00.000Z,,25,44
2025-11-18T16:28:00.000Z,77,,
2025-11-18T16:28:00.000Z,,,
2025-11-18T16:28:00.000Z,,22,44
2025-11-18T16:29:00.000Z,85,,
2025-11-18T16:29:00.000Z,,36,44
2025-11-18T16:30:00.000Z,79,,
2025-11-18T16:30:00.000Z,,28,44
2025-11-18T16:31:00.000Z,80,,
2025-11-18T16:31:00.000Z,,36,44
2025-11-18T16:32:00.000Z,77,,
2025-11-18T16:32:00.000Z,,30,44
2025-11-18T16:33:00.000Z,81,,
2025-11-18T16:33:00.000Z,,,
2025-11-18T16:33:00.000Z,,49,44
2025-11-18T16:34:00.000Z,78,,
2025-11-18T16:34:00.000Z,,,
2025-11-18T16:34:00.000Z,,39,44
2025-11-18T16:35:00.000Z,,24,44
2025-11-18T16:36:00.000Z,83,,
2025-11-18T16:36:00.000Z,,36,43
2025-11-18T16:37:00.000Z,78,,
2025-11-18T16:37:00.000Z,,24,43
2025-11-18T16:38:00.000Z,81,,
2025-11-18T16:38:00.000Z,,30,43
2025-11-18T16:39:00.000Z,79,,
2025-11-18T16:39:00.000Z,,,
2025-11-18T16:39:00.000Z,,23,43
2025-11-18T16:40:00.000Z,,36,43
2025-11-18T16:41:00.000Z,,,
2025-11-18T16:41:00.000Z,,29,43
2025-11-18T16:42:00.000Z,78,,
2025-11-18T16:42:00.000Z,,33,43
2025-11-18T16:43:00.000Z,81,,
2025-11-18T16:43:00.000Z,,,
2025-11-18T16:43:00.000Z,,36,43
2025-11-18T16:44:00.000Z,86,,
2025-11-18T16:44:00.000Z,,51,43
2025-11-18T16:45:00.000Z,101,,
2025-11-18T16:45:00.000Z,,,
2025-11-18T16:45:00.000Z,,65534,43
2025-11-18T16:46:00.000Z,106,,
2025-11-18T16:46:00.000Z,,,
2025-11-18T16:46:00.000Z,,87,43
2025-11-18T16:47:00.000Z,87,,
2025-11-18T16:47:00.000Z,,35,43
2025-11-18T16:48:00.000Z,79,,
2025-11-18T16:48:00.000Z,,27,43
2025-11-18T16:49:00.000Z,78,,
2025-11-18T16:49:00.000Z,,39,43
2025-11-18T16:50:00.000Z,77,,
2025-11-18T16:50:00.000Z,,32,43
2025-11-18T16:51:00.000Z,79,,
2025-11-18T16:51:00.000Z,,34,43
2025-11-18T16:52:00.000Z,78,,
2025-11-18T16:52:00.000Z,,27,43
2025-11-18T16:53:00.000Z,80,,
2025-11-18T16:53:00.000Z,,27,43
2025-11-18T16:54:00.000Z,79,,
2025-11-18T16:54:00.000Z,,29,43
2025-11-18T16:55:00.000Z,83,,
2025-11-18T16:55:00.000Z,,,
2025-11-18T16:55:00.000Z,,48,43
2025-11-18T16:56:00.000Z,101,,
2025-11-18T16:56:00.000Z,,,
2025-11-18T16:56:00.000Z,,65534,42
2025-11-18T16:57:00.000Z,91,,
2025-11-18T16:57:00.000Z,,73,42
2025-11-18T16:58:00.000Z,80,,
2025-11-18T16:58:00.000Z,,51,42
2025-11-18T16:59:00.000Z,,50,42
2025-11-18T17:00:00.000Z,83,,
2025-11-18T17:00:00.000Z,,51,42
2025-11-18T17:01:00.000Z,84,,
2025-11-18T17:01:00.000Z,,34,42
2025-11-18T17:02:00.000Z,86,,
2025-11-18T17:02:00.000Z,,62,42
2025-11-18T17:03:00.000Z,87,,
2025-11-18T17:03:00.000Z,,47,42
2025-11-18T17:04:00.000Z,89,,
2025-11-18T17:04:00.000Z,,,
2025-11-18T17:04:00.000Z,,31,42
2025-11-18T17:05:00.000Z,83,,
2025-11-18T17:05:00.000Z,,31,42
2025-11-18T17:06:00.000Z,82,,
2025-11-18T17:06:00.000Z,,36,42
2025-11-18T17:07:00.000Z,85,,
2025-11-18T17:07:00.000Z,,52,42
2025-11-18T17:08:00.000Z,92,,
2025-11-18T17:08:00.000Z,,43,42
2025-11-18T17:09:00.000Z,87,,
2025-11-18T17:09:00.000Z,,,
2025-11-18T17:09:00.000Z,,39,41
2025-11-18T17:10:00.000Z,83,,
2025-11-18T17:10:00.000Z,,36,41
2025-11-18T17:11:00.000Z,81,,
2025-11-18T17:11:00.000Z,,36,41
2025-11-18T17:12:00.000Z,76,,
2025-11-18T17:12:00.000Z,,33,41
2025-11-18T17:13:00.000Z,,23,41
2025-11-18T17:14:00.000Z,74,,
2025-11-18T17:14:00.000Z,,22,41
2025-11-18T17:15:00.000Z,75,,
2025-11-18T17:15:00.000Z,,16,41
2025-11-18T17:16:00.000Z,,22,41
2025-11-18T17:17:00.000Z,,22,41
2025-11-18T17:18:00.000Z,76,,
2025-11-18T17:18:00.000Z,,33,41
2025-11-18T17:19:00.000Z,79,,
2025-11-18T17:19:00.000Z,,23,41
2025-11-18T17:20:00.000Z,77,,
2025-11-18T17:20:00.000Z,,22,41
2025-11-18T17:21:00.000Z,78,,
2025-11-18T17:21:00.000Z,,24,41
2025-11-18T17:22:00.000Z,,,
2025-11-18T17:22:00.000Z,,30,41
2025-11-18T17:23:00.000Z,80,,
2025-11-18T17:23:00.000Z,,37,41
2025-11-18T17:24:00.000Z,83,,
2025-11-18T17:24:00.000Z,,40,41
2025-11-18T17:25:00.000Z,82,,
2025-11-18T17:25:00.000Z,,43,41
2025-11-18T17:26:00.000Z,88,,
2025-11-18T17:26:00.000Z,,55,41
2025-11-18T17:27:00.000Z,93,,
2025-11-18T17:27:00.000Z,,78,40
2025-11-18T17:28:00.000Z,90,,
2025-11-18T17:28:00.000Z,,61,40
2025-11-18T17:29:00.000Z,85,,
2025-11-18T17:29:00.000Z,,46,40
2025-11-18T17:30:00.000Z,91,,
2025-11-18T17:30:00.000Z,,44,40
2025-11-18T17:31:00.000Z,90,,
2025-11-18T17:31:00.000Z,,56,40
2025-11-18T17:32:00.000Z,89,,
2025-11-18T17:32:00.000Z,,62,40
2025-11-18T17:33:00.000Z,90,,
2025-11-18T17:33:00.000Z,,,
2025-11-18T17:33:00.000Z,,66,40
2025-11-18T17:34:00.000Z,83,,
2025-11-18T17:34:00.000Z,,,
2025-11-18T17:34:00.000Z,,37,40
2025-11-18T17:35:00.000Z,84,,
2025-11-18T17:35:00.000Z,,57,40
2025-11-18T17:36:00.000Z,82,,
2025-11-18T17:36:00.000Z,,,
2025-11-18T17:36:00.000Z,,,
2025-11-18T17:36:00.000Z,,,
2025-11-18T17:36:00.000Z,,,
2025-11-18T17:36:00.000Z,,,
2025-11-18T17:36:00.000Z,,51,40
2025-11-18T17:36:00.000Z,,,
2025-11-18T17:36:00.000Z,,,
2025-11-18T17:36:00.000Z,,,
2025-11-18T17:36:00.000Z,,,
2025-11-18T17:37:00.000Z,81,,
2025-11-18T17:37:00.000Z,,44,40
2025-11-18T17:38:00.000Z,83,,
2025-11-18T17:38:00.000Z,,,
2025-11-18T17:38:00.000Z,,65534,39
2025-11-18T17:39:00.000Z,98,,
2025-11-18T17:39:00.000Z,,,
2025-11-18T17:39:00.000Z,,65534,39
2025-11-18T17:40:00.000Z,100,,
2025-11-18T17:40:00.000Z,,,
2025-11-18T17:40:00.000Z,,69,39
2025-11-18T17:41:00.000Z,99,,
2025-11-18T17:41:00.000Z,,,
2025-11-18T17:41:00.000Z,,74,39
2025-11-18T17:42:00.000Z,94,,
2025-11-18T17:42:00.000Z,,75,39
2025-11-18T17:43:00.000Z,96,,
2025-11-18T17:43:00.000Z,,,
2025-11-18T17:43:00.000Z,,82,39
2025-11-18T17:44:00.000Z,104,,
2025-11-18T17:44:00.000Z,,,
2025-11-18T17:44:00.000Z,,65534,39
2025-11-18T17:45:00.000Z,,,
2025-11-18T17:45:00.000Z,,65534,38
2025-11-18T17:46:00.000Z,103,,
2025-11-18T17:46:00.000Z,,,38
2025-11-18T17:47:00.000Z,102,,
2025-11-18T17:47:00.000Z,,,
2025-11-18T17:47:00.000Z,,87,38
2025-11-18T17:48:00.000Z,90,,
2025-11-18T17:48:00.000Z,,63,38
2025-11-18T17:49:00.000Z,86,,
2025-11-18T17:49:00.000Z,,35,38
2025-11-18T17:50:00.000Z,85,,
2025-11-18T17:50:00.000Z,,55,38
2025-11-18T17:51:00.000Z,84,,
2025-11-18T17:51:00.000Z,,45,38
2025-11-18T17:52:00.000Z,80,,
2025-11-18T17:52:00.000Z,,46,38
2025-11-18T17:53:00.000Z,82,,
2025-11-18T17:53:00.000Z,,45,38
2025-11-18T17:54:00.000Z,83,,
2025-11-18T17:54:00.000Z,,58,38
2025-11-18T17:55:00.000Z,,54,38
2025-11-18T17:56:00.000Z,84,,
2025-11-18T17:56:00.000Z,,63,38
2025-11-18T17:57:00.000Z,,54,37
2025-11-18T17:58:00.000Z,85,,
2025-11-18T17:58:00.000Z,,54,37
2025-11-18T17:59:00.000Z,86,,
2025-11-18T17:59:00.000Z,,66,37
2025-11-18T18:00:00.000Z,87,,
2025-11-18T18:00:00.000Z,,72,37
2025-11-18T18:01:00.000Z,,36,37
2025-11-18T18:02:00.000Z,88,,
2025-11-18T18:02:00.000Z,,60,37
2025-11-18T18:03:00.000Z,87,,
2025-11-18T18:03:00.000Z,,,
2025-11-18T18:03:00.000Z,,60,37
2025-11-18T18:04:00.000Z,,,
2025-11-18T18:04:00.000Z,,47,37
2025-11-18T18:05:00.000Z,91,,
2025-11-18T18:05:00.000Z,,71,37
2025-11-18T18:06:00.000Z,88,,
2025-11-18T18:06:00.000Z,,67,37
2025-11-18T18:07:00.000Z,,54,36
2025-11-18T18:08:00.000Z,91,,
2025-11-18T18:08:00.000Z,,52,36
2025-11-18T18:09:00.000Z,92,,
2025-11-18T18:09:00.000Z,,71,36
2025-11-18T18:10:00.000Z,99,,
2025-11-18T18:10:00.000Z,,58,36
2025-11-18T18:11:00.000Z,87,,
2025-11-18T18:11:00.000Z,,44,36
2025-11-18T18:12:00.000Z,88,,
2025-11-18T18:12:00.000Z,,45,36
2025-11-18T18:13:00.000Z,85,,
2025-11-18T18:13:00.000Z,,48,36
2025-11-18T18:14:00.000Z,86,,
2025-11-18T18:14:00.000Z,,55,36
2025-11-18T18:15:00.000Z,87,,
2025-11-18T18:15:00.000Z,,51,36
2025-11-18T18:16:00.000Z,84,,
2025-11-18T18:16:00.000Z,,,
2025-11-18T18:16:00.000Z,,28,36
2025-11-18T18:17:00.000Z,94,,
2025-11-18T18:17:00.000Z,,65534,36
2025-11-18T18:18:00.000Z,92,,
2025-11-18T18:18:00.000Z,,,36
2025-11-18T18:19:00.000Z,89,,
2025-11-18T18:19:00.000Z,,65534,36
2025-11-18T18:20:00.000Z,87,,
2025-11-18T18:20:00.000Z,,65534,36
2025-11-18T18:21:00.000Z,90,,
2025-11-18T18:21:00.000Z,,65534,36
2025-11-18T18:22:00.000Z,92,,
2025-11-18T18:22:00.000Z,,65534,36
2025-11-18T18:23:00.000Z,94,,
2025-11-18T18:23:00.000Z,,65534,35
2025-11-18T18:24:00.000Z,93,,
2025-11-18T18:24:00.000Z,,,
2025-11-18T18:24:00.000Z,,65534,35
2025-11-18T18:25:00.000Z,,43,35
2025-11-18T18:26:00.000Z,86,,
2025-11-18T18:26:00.000Z,,59,35
2025-11-18T18:27:00.000Z,90,,
2025-11-18T18:27:00.000Z,,67,35
2025-11-18T18:28:00.000Z,88,,
2025-11-18T18:28:00.000Z,,,
2025-11-18T18:28:00.000Z,,52,35
2025-11-18T18:29:00.000Z,91,,
2025-11-18T18:29:00.000Z,,,
2025-11-18T18:29:00.000Z,,49,35
2025-11-18T18:30:00.000Z,88,,
2025-11-18T18:30:00.000Z,,59,35
2025-11-18T18:31:00.000Z,,,
2025-11-18T18:31:00.000Z,,66,35
2025-11-18T18:32:00.000Z,92,,
2025-11-18T18:32:00.000Z,,,
2025-11-18T18:32:00.000Z,,65534,35
2025-11-18T18:33:00.000Z,98,,
2025-11-18T18:33:00.000Z,,65534,35
2025-11-18T18:34:00.000Z,84,,
2025-11-18T18:34:00.000Z,,39,35
2025-11-18T18:35:00.000Z,80,,
2025-11-18T18:35:00.000Z,,42,35
2025-11-18T18:36:00.000Z,78,,
2025-11-18T18:36:00.000Z,,24,35
2025-11-18T18:37:00.000Z,80,,
2025-11-18T18:37:00.000Z,,42,35
2025-11-18T18:38:00.000Z,76,,
2025-11-18T18:38:00.000Z,,31,35
2025-11-18T18:39:00.000Z,84,,
2025-11-18T18:39:00.000Z,,,
2025-11-18T18:39:00.000Z,,65534,34
2025-11-18T18:40:00.000Z,85,,
2025-11-18T18:40:00.000Z,,65534,34
2025-11-18T18:41:00.000Z,87,,
2025-11-18T18:41:00.000Z,,65534,34
2025-11-18T18:42:00.000Z,90,,
2025-11-18T18:42:00.000Z,,65534,34
2025-11-18T18:43:00.000Z,92,,
2025-11-18T18:43:00.000Z,,,34
2025-11-18T18:44:00.000Z,81,,
2025-11-18T18:44:00.000Z,,,34
2025-11-18T18:45:00.000Z,82,,
2025-11-18T18:45:00.000Z,,,
2025-11-18T18:45:00.000Z,,33,34
2025-11-18T18:46:00.000Z,,35,34
2025-11-18T18:47:00.000Z,,47,34
2025-11-18T18:48:00.000Z,81,,
2025-11-18T18:48:00.000Z,,38,34
2025-11-18T18:49:00.000Z,87,,
2025-11-18T18:49:00.000Z,,48,34
2025-11-18T18:50:00.000Z,85,,
2025-11-18T18:50:00.000Z,,51,34
2025-11-18T18:51:00.000Z,90,,
2025-11-18T18:51:00.000Z,,,
2025-11-18T18:51:00.000Z,,54,34
2025-11-18T18:52:00.000Z,88,,
2025-11-18T18:52:00.000Z,,60,33
2025-11-18T18:53:00.000Z,89,,
2025-11-18T18:53:00.000Z,,69,33
2025-11-18T18:54:00.000Z,87,,
2025-11-18T18:54:00.000Z,,,
2025-11-18T18:54:00.000Z,,41,33
2025-11-18T18:55:00.000Z,88,,
2025-11-18T18:55:00.000Z,,,
2025-11-18T18:55:00.000Z,,57,33
2025-11-18T18:56:00.000Z,90,,
2025-11-18T18:56:00.000Z,,,
2025-11-18T18:56:00.000Z,,39,33
2025-11-18T18:57:00.000Z,92,,
2025-11-18T18:57:00.000Z,,57,33
2025-11-18T18:58:00.000Z,97,,
2025-11-18T18:58:00.000Z,,,
2025-11-18T18:58:00.000Z,,65,33
2025-11-18T18:59:00.000Z,105,,
2025-11-18T18:59:00.000Z,,65534,33
2025-11-18T19:00:00.000Z,110,,
2025-11-18T19:00:00.000Z,,,
2025-11-18T19:00:00.000Z,,60,33
2025-11-18T19:01:00.000Z,101,,
2025-11-18T19:01:00.000Z,,,
2025-11-18T19:01:00.000Z,,,33
2025-11-18T19:02:00.000Z,105,,
2025-11-18T19:02:00.000Z,,,
2025-11-18T19:02:00.000Z,,,
2025-11-18T19:02:00.000Z,,,
2025-11-18T19:02:00.000Z,,,
2025-11-18T19:02:00.000Z,,,
2025-11-18T19:02:00.000Z,,65534,33
2025-11-18T19:02:00.000Z,,,
2025-11-18T19:02:00.000Z,,,
2025-11-18T19:02:00.000Z,,,
2025-11-18T19:02:00.000Z,,,
2025-11-18T19:03:00.000Z,110,,
2025-11-18T19:03:00.000Z,,65534,32
2025-11-18T19:04:00.000Z,104,,
2025-11-18T19:04:00.000Z,,,
2025-11-18T19:04:00.000Z,,65534,32
2025-11-18T19:05:00.000Z,102,,
2025-11-18T19:05:00.000Z,,,
2025-11-18T19:05:00.000Z,,81,32
2025-11-18T19:06:00.000Z,97,,
2025-11-18T19:06:00.000Z,,,
2025-11-18T19:06:00.000Z,,65534,32
2025-11-18T19:07:00.000Z,91,,
2025-11-18T19:07:00.000Z,,,32
2025-11-18T19:08:00.000Z,85,,
2025-11-18T19:08:00.000Z,,,
2025-11-18T19:08:00.000Z,,60,32
2025-11-18T19:09:00.000Z,84,,
2025-11-18T19:09:00.000Z,,60,32
2025-11-18T19:10:00.000Z,85,,
2025-11-18T19:10:00.000Z,,55,32
2025-11-18T19:11:00.000Z,90,,
2025-11-18T19:11:00.000Z,,72,32
2025-11-18T19:12:00.000Z,86,,
2025-11-18T19:12:00.000Z,,,
2025-11-18T19:12:00.000Z,,54,32
2025-11-18T19:13:00.000Z,,42,32
2025-11-18T19:14:00.000Z,85,,
2025-11-18T19:14:00.000Z,,48,32
2025-11-18T19:15:00.000Z,,42,32
2025-11-18T19:16:00.000Z,86,,
2025-11-18T19:16:00.000Z,,,
2025-11-18T19:16:00.000Z,,37,31
2025-11-18T19:17:00.000Z,84,,
2025-11-18T19:17:00.000Z,,,
2025-11-18T19:17:00.000Z,,52,31
2025-11-18T19:18:00.000Z,92,,
2025-11-18T19:18:00.000Z,,,
2025-11-18T19:18:00.000Z,,36,31
2025-11-18T19:19:00.000Z,90,,
2025-11-18T19:19:00.000Z,,57,31
2025-11-18T19:20:00.000Z,87,,
2025-11-18T19:20:00.000Z,,,
2025-11-18T19:20:00.000Z,,52,31
2025-11-18T19:21:00.000Z,84,,
2025-11-18T19:21:00.000Z,,61,31
2025-11-18T19:22:00.000Z,91,,
2025-11-18T19:22:00.000Z,,36,31
2025-11-18T19:23:00.000Z,,63,31
2025-11-18T19:24:00.000Z,90,,
2025-11-18T19:24:00.000Z,,73,31
2025-11-18T19:25:00.000Z,87,,
2025-11-18T19:25:00.000Z,,54,31
2025-11-18T19:26:00.000Z,98,,
2025-11-18T19:26:00.000Z,,,
2025-11-18T19:26:00.000Z,,65534,31
2025-11-18T19:27:00.000Z,108,,
2025-11-18T19:27:00.000Z,,,
2025-11-18T19:27:00.000Z,,65534,31
2025-11-18T19:28:00.000Z,98,,
2025-11-18T19:28:00.000Z,,,
2025-11-18T19:28:00.000Z,,77,30
2025-11-18T19:29:00.000Z,96,,
2025-11-18T19:29:00.000Z,,65534,30
2025-11-18T19:30:00.000Z,101,,
2025-11-18T19:30:00.000Z,,,
2025-11-18T19:30:00.000Z,,,30
2025-11-18T19:31:00.000Z,94,,
2025-11-18T19:31:00.000Z,,39,30
2025-11-18T19:32:00.000Z,83,,
2025-11-18T19:32:00.000Z,,44,30
2025-11-18T19:33:00.000Z,84,,
2025-11-18T19:33:00.000Z,,,
2025-11-18T19:33:00.000Z,,62,30
2025-11-18T19:34:00.000Z,,,
2025-11-18T19:34:00.000Z,,51,30
2025-11-18T19:35:00.000Z,82,,
2025-11-18T19:35:00.000Z,,39,30
2025-11-18T19:36:00.000Z,88,,
2025-11-18T19:36:00.000Z,,33,30
2025-11-18T19:37:00.000Z,89,,
2025-11-18T19:37:00.000Z,,,
2025-11-18T19:37:00.000Z,,60,30
2025-11-18T19:38:00.000Z,,,
2025-11-18T19:38:00.000Z,,65,30
2025-11-18T19:39:00.000Z,86,,
2025-11-18T19:39:00.000Z,,44,30
2025-11-18T19:40:00.000Z,84,,
2025-11-18T19:40:00.000Z,,40,30
2025-11-18T19:41:00.000Z,93,,
2025-11-18T19:41:00.000Z,,65534,29
2025-11-18T19:42:00.000Z,88,,
2025-11-18T19:42:00.000Z,,45,29
2025-11-18T19:43:00.000Z,90,,
2025-11-18T19:43:00.000Z,,,
2025-11-18T19:43:00.000Z,,56,29
2025-11-18T19:44:00.000Z,,65534,29
2025-11-18T19:45:00.000Z,97,,
2025-11-18T19:45:00.000Z,,,
2025-11-18T19:45:00.000Z,,65534,29
2025-11-18T19:46:00.000Z,103,,
2025-11-18T19:46:00.000Z,,,
2025-11-18T19:46:00.000Z,,65534,29
2025-11-18T19:47:00.000Z,99,,
2025-11-18T19:47:00.000Z,,,
2025-11-18T19:47:00.000Z,,65534,29
2025-11-18T19:48:00.000Z,97,,
2025-11-18T19:48:00.000Z,,65534,29
2025-11-18T19:49:00.000Z,99,,
2025-11-18T19:49:00.000Z,,,
2025-11-18T19:49:00.000Z,,65534,29
2025-11-18T19:50:00.000Z,101,,
2025-11-18T19:50:00.000Z,,,
2025-11-18T19:50:00.000Z,,82,29
2025-11-18T19:51:00.000Z,100,,
2025-11-18T19:51:00.000Z,,,
2025-11-18T19:51:00.000Z,,65534,29
2025-11-18T19:52:00.000Z,104,,
2025-11-18T19:52:00.000Z,,65534,28
2025-11-18T19:53:00.000Z,103,,
2025-11-18T19:53:00.000Z,,65534,28
2025-11-18T19:54:00.000Z,104,,
2025-11-18T19:54:00.000Z,,65534,28
2025-11-18T19:55:00.000Z,107,,
2025-11-18T19:55:00.000Z,,65534,28
2025-11-18T19:56:00.000Z,109,,
2025-11-18T19:56:00.000Z,,65534,28
2025-11-18T19:57:00.000Z,102,,
2025-11-18T19:57:00.000Z,,65534,28
2025-11-18T19:58:00.000Z,100,,
2025-11-18T19:58:00.000Z,,65534,28
2025-11-18T19:59:00.000Z,109,,
2025-11-18T19:59:00.000Z,,65534,28
2025-11-18T20:00:00.000Z,112,,
2025-11-18T20:00:00.000Z,,,
2025-11-18T20:00:00.000Z,,65534,28
2025-11-18T20:01:00.000Z,113,,
2025-11-18T20:01:00.000Z,,65534,27
2025-11-18T20:02:00.000Z,,65534,27
2025-11-18T20:03:00.000Z,118,,
2025-11-18T20:03:00.000Z,,65534,27
2025-11-18T20:04:00.000Z,120,,
2025-11-18T20:04:00.000Z,,65534,27
2025-11-18T20:05:00.000Z,123,,
2025-11-18T20:05:00.000Z,,,
2025-11-18T20:05:00.000Z,,65534,27
2025-11-18T20:06:00.000Z,,65534,27
2025-11-18T20:07:00.000Z,116,,
2025-11-18T20:07:00.000Z,,65534,27
2025-11-18T20:08:00.000Z,119,,
2025-11-18T20:08:00.000Z,,65534,27
2025-11-18T20:09:00.000Z,122,,
2025-11-18T20:09:00.000Z,,65534,27
2025-11-18T20:10:00.000Z,125,,
2025-11-18T20:10:00.000Z,,65534,27
2025-11-18T20:11:00.000Z,122,,
2025-11-18T20:11:00.000Z,,65534,27
2025-11-18T20:12:00.000Z,116,,
2025-11-18T20:12:00.000Z,,65534,27
2025-11-18T20:13:00.000Z,113,,
2025-11-18T20:13:00.000Z,,65534,27
2025-11-18T20:14:00.000Z,117,,
2025-11-18T20:14:00.000Z,,,
2025-11-18T20:14:00.000Z,,65534,26
2025-11-18T20:15:00.000Z,100,,
2025-11-18T20:15:00.000Z,,73,26
2025-11-18T20:16:00.000Z,99,,
2025-11-18T20:16:00.000Z,,79,26
2025-11-18T20:17:00.000Z,97,,
2025-11-18T20:17:00.000Z,,,
2025-11-18T20:17:00.000Z,,81,26
2025-11-18T20:18:00.000Z,94,,
2025-11-18T20:18:00.000Z,,64,26
2025-11-18T20:19:00.000Z,90,,
2025-11-18T20:19:00.000Z,,52,26
2025-11-18T20:20:00.000Z,88,,
2025-11-18T20:20:00.000Z,,60,26
2025-11-18T20:21:00.000Z,,36,26
2025-11-18T20:22:00.000Z,85,,
2025-11-18T20:22:00.000Z,,30,26
2025-11-18T20:23:00.000Z,,30,26
2025-11-18T20:24:00.000Z,82,,
2025-11-18T20:24:00.000Z,,27,26
2025-11-18T20:25:00.000Z,,25,26
2025-11-18T20:26:00.000Z,,,
2025-11-18T20:26:00.000Z,,27,26
2025-11-18T20:27:00.000Z,,28,26
