active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16,vigorous_activity_inutes
,,,,,,,101,2025-11-16T14:20:00.000Z,37264,
,,,,,,,97,2025-11-16T14:21:00.000Z,37324,
,,,104,,,,,2025-11-16T14:21:00.000Z,,
,,,,,,,93,2025-11-16T14:22:00.000Z,37384,
,,,,,,,94,2025-11-16T14:23:00.000Z,37444,
,,,8,,,,,2025-11-16T14:23:00.000Z,,
,,,,,,,97,2025-11-16T14:24:00.000Z,37504,
,,,,,,,94,2025-11-16T14:25:00.000Z,37564,
,,,,,,,93,2025-11-16T14:26:00.000Z,37624,
,,,,,,,91,2025-11-16T14:27:00.000Z,37684,
,,,,,,,89,2025-11-16T14:28:00.000Z,37744,
,,,104,,,,,2025-11-16T14:29:00.000Z,,
,,,,,,,90,2025-11-16T14:30:00.000Z,37864,
,,,,,,,89,2025-11-16T14:33:00.000Z,38044,
,,,,,,,88,2025-11-16T14:34:00.000Z,38104,
,,,8,,,,,2025-11-16T14:34:00.000Z,,
,,,,,,,89,2025-11-16T14:35:00.000Z,38164,
,,,,,,,88,2025-11-16T14:36:00.000Z,38224,
,,,40,,,,,2025-11-16T14:36:00.000Z,,
,,,,,,,86,2025-11-16T14:37:00.000Z,38284,
,,,,,,,88,2025-11-16T14:38:00.000Z,38344,
,,,8,,,,,2025-11-16T14:38:00.000Z,,
,,,,,,,87,2025-11-16T14:40:00.000Z,38464,
,,,,,,,85,2025-11-16T14:41:00.000Z,38524,
,,,,,,,86,2025-11-16T14:42:00.000Z,38584,
,,,,,,,87,2025-11-16T14:43:00.000Z,38644,
,,,,,,,84,2025-11-16T14:44:00.000Z,38704,
,,,,,,,87,2025-11-16T14:47:00.000Z,38884,
,,,,,,,85,2025-11-16T14:48:00.000Z,38944,
,,,72,,,,,2025-11-16T14:48:00.000Z,,
118,5.270283524325637e-39,,38,3.8423603891786484e-42,,,,2025-11-16T14:49:00.000Z,39004,
,,,104,,,,,2025-11-16T14:50:00.000Z,,
,,,,,,,104,2025-11-16T14:52:00.000Z,39184,
,,,,,,,103,2025-11-16T14:53:00.000Z,39244,
,,,,,,,104,2025-11-16T14:54:00.000Z,39304,
,,,,,,,110,2025-11-16T14:55:00.000Z,39364,
,,,,,,,112,2025-11-16T14:56:00.000Z,39424,
,,,,,,,118,2025-11-16T14:57:00.000Z,39484,
,,,,,,,121,2025-11-16T14:59:00.000Z,39604,
,,,,,,,122,2025-11-16T15:00:00.000Z,39664,
151,6.111062602920527e-39,,70,5.103529007070984e-42,,,,2025-11-16T15:00:00.000Z,39664,
,,,,,,,117,2025-11-16T15:01:00.000Z,39724,
9,3.5733110840282835e-40,,128,0,,,,2025-11-16T15:01:00.000Z,39724,
,,,,,,,95,2025-11-16T15:02:00.000Z,39784,
,,,136,,,,,2025-11-16T15:02:00.000Z,,
,,,,,,,91,2025-11-16T15:03:00.000Z,39844,
,,,104,,,,,2025-11-16T15:03:00.000Z,,
,,,,,,,87,2025-11-16T15:04:00.000Z,39904,
,,,,,,,83,2025-11-16T15:05:00.000Z,39964,
,,,,,,,81,2025-11-16T15:06:00.000Z,40024,
,,,8,,,,,2025-11-16T15:06:00.000Z,,
,,,,,,,82,2025-11-16T15:07:00.000Z,40084,
,,,,,,,81,2025-11-16T15:08:00.000Z,40144,
,,,72,,,,,2025-11-16T15:09:00.000Z,,
,,,,,,,83,2025-11-16T15:11:00.000Z,40324,
,,,8,,,,,2025-11-16T15:11:00.000Z,,
,,,,,,,82,2025-11-16T15:12:00.000Z,40384,
,,,,,,,81,2025-11-16T15:14:00.000Z,40504,
,,,72,,,,,2025-11-16T15:14:00.000Z,,
,,,,,,,82,2025-11-16T15:15:00.000Z,40564,
,,,8,,,,,2025-11-16T15:15:00.000Z,,
,,,,,,,81,2025-11-16T15:16:00.000Z,40624,
,,,104,,,,,2025-11-16T15:16:00.000Z,,
,,,,,,,88,2025-11-16T15:17:00.000Z,40684,
151,6.195140510780016e-39,,38,5.116140693249907e-42,,,,2025-11-16T15:17:00.000Z,40684,
,,,,,,,85,2025-11-16T15:18:00.000Z,40744,
,,,40,,,,,2025-11-16T15:18:00.000Z,,
,,,,,,,84,2025-11-16T15:19:00.000Z,40804,
,,,8,,,,,2025-11-16T15:19:00.000Z,,
,,,,,,,83,2025-11-16T15:20:00.000Z,40864,
,,,104,,,,,2025-11-16T15:20:00.000Z,,
,,,,,,,80,2025-11-16T15:21:00.000Z,40924,
,,,8,,,,,2025-11-16T15:21:00.000Z,,
,,,,,,,83,2025-11-16T15:22:00.000Z,40984,
,,,40,,,,,2025-11-16T15:22:00.000Z,,
,,,,,,,80,2025-11-16T15:23:00.000Z,41044,
,,,,,,,79,2025-11-16T15:24:00.000Z,41104,
,,,8,,,,,2025-11-16T15:24:00.000Z,,
,,,,,,,82,2025-11-16T15:25:00.000Z,41164,
,,,40,,,,,2025-11-16T15:25:00.000Z,,
,,,,,,,83,2025-11-16T15:26:00.000Z,41224,
,,,,,,,81,2025-11-16T15:27:00.000Z,41284,
,,,8,,,,,2025-11-16T15:27:00.000Z,,
,,,,,,,80,2025-11-16T15:28:00.000Z,41344,
,,,104,,,,,2025-11-16T15:28:00.000Z,,
,,,8,,,,,2025-11-16T15:29:00.000Z,,
,,,,,,,81,2025-11-16T15:30:00.000Z,41464,
,,,104,,,,,2025-11-16T15:30:00.000Z,,
,,,8,,,,,2025-11-16T15:31:00.000Z,,
,,,,,,,83,2025-11-16T15:32:00.000Z,41584,
,,,,,,,81,2025-11-16T15:33:00.000Z,41644,
,,,,,,,82,2025-11-16T15:34:00.000Z,41704,
,,,,,,,80,2025-11-16T15:35:00.000Z,41764,
,,,,,,,76,2025-11-16T15:36:00.000Z,41824,
,,,104,,,,,2025-11-16T15:37:00.000Z,,
,,,,,,,77,2025-11-16T15:39:00.000Z,42004,
,,,8,,,,,2025-11-16T15:39:00.000Z,,
,,,,,,,75,2025-11-16T15:40:00.000Z,42064,
,,,,,,,79,2025-11-16T15:41:00.000Z,42124,
,,,,,,,78,2025-11-16T15:43:00.000Z,42244,
,,,,,,,77,2025-11-16T15:45:00.000Z,42364,
,,,,,,,75,2025-11-16T15:47:00.000Z,42484,
,,,,,,,74,2025-11-16T15:48:00.000Z,42544,
,,,,,,,77,2025-11-16T15:49:00.000Z,42604,
,,,,,,,76,2025-11-16T15:50:00.000Z,42664,
,,,,,,,77,2025-11-16T15:52:00.000Z,42784,
,,,,,,,78,2025-11-16T15:53:00.000Z,42844,
,,,,,,,80,2025-11-16T15:57:00.000Z,43084,
,,,,,,,81,2025-11-16T15:58:00.000Z,43144,
,,,,,,,79,2025-11-16T15:59:00.000Z,43204,
,,,,,,,78,2025-11-16T16:00:00.000Z,43264,
,,,,,,,77,2025-11-16T16:02:00.000Z,43384,
,,,,,,,76,2025-11-16T16:03:00.000Z,43444,
,,,104,,,,,2025-11-16T16:03:00.000Z,,
,,,,,,,80,2025-11-16T16:04:00.000Z,43504,
,,,,,,,78,2025-11-16T16:05:00.000Z,43564,
,,,,,,,80,2025-11-16T16:06:00.000Z,43624,
,,,,,,,78,2025-11-16T16:08:00.000Z,43744,
,,,,,,,76,2025-11-16T16:10:00.000Z,43864,
,,,104,,,,,2025-11-16T16:10:00.000Z,,
,,,8,,,,,2025-11-16T16:11:00.000Z,,
,,,,,,,75,2025-11-16T16:12:00.000Z,43984,
,,,40,,,,,2025-11-16T16:12:00.000Z,,
,,,,,,,79,2025-11-16T16:13:00.000Z,44044,
153,6.279218418639505e-39,,38,5.130153677893155e-42,,,,2025-11-16T16:13:00.000Z,44044,
,,,,,,,92,2025-11-16T16:14:00.000Z,44104,
,,,168,,,,,2025-11-16T16:14:00.000Z,,
,,,,,,,85,2025-11-16T16:15:00.000Z,44164,
154,6.363296326498994e-39,,102,5.1595809456439765e-42,,,,2025-11-16T16:15:00.000Z,44164,
,,,,,,,90,2025-11-16T16:16:00.000Z,44224,
,,,,,,,84,2025-11-16T16:17:00.000Z,44284,
,,,,,,,91,2025-11-16T16:18:00.000Z,44344,
,,,,,,,85,2025-11-16T16:19:00.000Z,44404,
,,,168,,,,,2025-11-16T16:19:00.000Z,,
,,,,,,,81,2025-11-16T16:20:00.000Z,44464,
,,,,,,,90,2025-11-16T16:21:00.000Z,44524,
,,,,,,,101,2025-11-16T16:22:00.000Z,44584,
157,6.615530050077461e-39,,70,5.2422575550391407e-42,,,,2025-11-16T16:22:00.000Z,44584,
,,,,,,,90,2025-11-16T16:23:00.000Z,44644,
,,,,,,,80,2025-11-16T16:24:00.000Z,44704,
,,,,,,,85,2025-11-16T16:25:00.000Z,44764,
,,,,,,,93,2025-11-16T16:26:00.000Z,44824,
,,,168,,,,,2025-11-16T16:26:00.000Z,,
,,,,,,,96,2025-11-16T16:27:00.000Z,44884,
,,,,,,,107,2025-11-16T16:28:00.000Z,44944,
,,,,,,,110,2025-11-16T16:29:00.000Z,45004,
,,,,,,,101,2025-11-16T16:30:00.000Z,45064,
168,6.951841681515417e-39,,102,5.5421354264046515e-42,,,,2025-11-16T16:30:00.000Z,45064,
9,3.5733110840282835e-40,"generic",,0,0,690,,2025-11-16T16:30:00.000Z,,
168,6.951841681515417e-39,"walking",,5.5421354264046515e-42,4.5390999986255906e-43,690,,2025-11-16T16:30:00.000Z,,
,,,,,,,,2025-11-16T16:30:00.000Z,,
